A,B,C,D,E,F,G,H
1983,7,17,101426.16,-0.05,121.74,5,49
1983,7,17,102153.92,-7.14,129.53,5,102
1983,7,17,114026.82,-0.09,121.66,5.2,54
1983,7,17,131552.8,-0.03,121.77,5,33
1983,7,17,144703.83,-23.61,179.13,5.1,535
1983,7,17,160154.3,-0.07,121.75,5,54
1983,7,17,190419.31,-0.08,121.74,5.3,60
1983,7,17,215616.62,-31.41,-178.12,5.6,48
1983,7,17,221023.76,-0.12,121.65,5.5,52
1983,7,17,230246.46,-23.01,-177.87,5.2,311
1983,7,18,13519.33,-0.05,121.75,5.1,37
1983,7,18,31414.92,-0.09,121.7,5.3,66
1983,7,18,51135.52,37.32,141.66,5.2,42
1983,7,18,52805.84,-0.07,121.6,5.3,67
1983,7,18,72756.77,-0.1,121.75,5.3,63
1983,7,18,82517.21,-27.53,-113.68,5,10
1983,7,18,94120.11,-0.02,121.74,5.1,49
1983,7,18,123638.89,-0.25,121.76,5,33
1983,7,18,124933.08,-0.18,121.69,5,61
1983,7,18,125243.44,12.67,-87.18,6,86
1983,7,18,134026.64,-0.08,121.72,5.2,72
1983,7,18,145752.49,-0.07,121.74,5.1,61
1983,7,18,180904.8,33.7,136.88,5,379
1983,7,18,181028.87,-0.03,121.74,5.1,44
1983,7,18,193428.69,33.65,140.96,5,70
1983,7,18,233147.75,0,121.74,5,47
1983,7,18,234633.91,-11.07,119.24,5.1,33
1983,7,19,10643.12,-0.12,121.69,5,68
1983,7,19,20101.19,-0.17,121.64,5.1,69
1983,7,19,23651.72,-0.02,121.76,5.1,63
1983,7,19,60928.4,-19.19,177.65,5.1,33
1983,7,19,80345.92,-0.03,121.65,5.1,56
1983,7,19,94720.14,-28.03,-178.25,5,76
1983,7,19,100002.9,-0.08,121.71,5,42
1983,7,19,104406.09,0.12,121.78,5.2,33
1983,7,19,124255.81,-0.07,121.65,5,54
1983,7,19,141808.7,-0.11,121.73,5,55
1983,7,19,182224.56,-0.13,121.66,5,53
1983,7,19,234918.92,1.02,123.89,5.4,297
1983,7,20,61927.6,0.4,126.25,5,49
1983,7,20,92011.58,-0.21,121.73,5.1,49
1983,7,20,140256.67,0.15,121.74,5,68
1983,7,20,160813.54,-0.12,121.73,5.1,33
1983,7,20,225718.8,5.96,127.44,5.7,43
1983,7,21,25124.49,18.28,145.55,5,33
1983,7,21,64602.87,-1.22,-80.91,5,34
1983,7,21,71133.83,-22.19,-68.45,5.5,126
1983,7,21,84611.02,-0.16,121.66,5,33
1983,7,21,115904.37,-7.57,129.48,5,33
1983,7,21,131751.98,-0.05,121.68,5.1,46
1983,7,21,133122.01,45.86,11.33,5.1,29
1983,7,22,22540.09,-0.07,121.73,5.1,50
1983,7,22,23640.72,-14.64,167.33,5.2,163
1983,7,22,23953.74,36.23,-120.42,5.9,9
1983,7,22,24100.88,36.95,49.18,5.6,41
1983,7,22,34300.66,36.21,-120.41,5,9
1983,7,22,42758.23,-0.16,121.56,5.8,66
1983,7,22,63617.62,-0.1,121.78,5.1,65
1983,7,22,84635.92,-0.16,121.61,5,55
1983,7,22,142843.27,-0.12,121.74,5.1,43
1983,7,23,32555.98,-7.45,119.81,5.1,33
1983,7,23,82945.73,-0.19,121.48,5.3,31
1983,7,23,85613.24,-0.22,121.56,5,61
1983,7,23,225723.92,-0.14,121.66,5.1,64
1983,7,24,5225.19,-28,-176.38,5.5,71
1983,7,24,53352.6,-0.14,121.58,5,42
1983,7,24,70713.01,-0.17,121.78,5,69
1983,7,24,140602.02,23.93,-46.31,5,10
1983,7,24,145233.31,39.66,139.56,5.1,193
1983,7,24,175354.33,-0.11,121.66,5,70
1983,7,24,213327.26,-0.16,121.65,5,73
1983,7,24,230730.97,53.93,158.37,6.1,180
1983,7,24,233809.84,-8.14,119.5,5.8,48
1983,7,25,32004.2,0.07,121.76,5,63
1983,7,25,53922.96,-0.2,121.6,5,46
1983,7,25,94057.74,-0.04,121.72,5,62
1983,7,25,104023.94,-59.79,-26.25,5.2,33
1983,7,25,152451.64,-0.16,121.65,5,57
1983,7,25,170251.99,-15.3,-177.33,5,405
1983,7,25,223139.22,36.22,-120.41,5.4,9
1983,7,25,231744.33,40.15,138.95,5,33
1983,7,26,15111,-0.11,121.68,5,44
1983,7,26,22259.17,5.47,-82.5,5.3,10
1983,7,26,41420.82,-36.28,-98.81,5,10
1983,7,26,110159.92,-0.04,121.73,5,59
1983,7,26,115522.9,-44.89,35.35,5.2,10
1983,7,26,180346.06,-0.08,121.64,5,57
1983,7,26,201451.77,0.68,120.07,5.3,44
1983,7,27,43821.77,-0.05,121.7,5,43
1983,7,27,92659.35,-0.09,121.75,5,71
1983,7,27,133058.9,-27.97,-178.09,5,188
1983,7,27,211336.93,-15.1,-175.37,5,33
1983,7,28,14033.32,-28.16,-176.32,5.6,30
1983,7,28,30101.64,0.61,120.01,5,67
1983,7,28,95811.31,43.73,147.71,5.3,35
1983,7,28,150644.76,41.97,142.65,5.5,62
1983,7,28,192824.72,-22.34,171.42,5.3,134
1983,7,29,112527.61,-6.73,105.59,5.4,33
1983,7,29,132652.28,14.33,146.73,5.2,65
1983,7,29,180359.81,10.5,56.97,5.7,10
1983,7,29,192424.33,32.32,140.86,5.1,59
1983,7,29,202559.15,5.42,126.55,5.2,53
1983,7,30,33509.84,-0.17,121.71,5,78
1983,7,30,70714.62,-0.14,121.69,5,62
1983,7,30,80952.08,52.37,-170.6,5.1,50
1983,7,30,94738.93,-13.07,-75.17,5.1,83
1983,7,30,222219.6,-3.3,130.34,5.1,38
1983,7,31,25214.67,1.31,117.8,5.1,33
1983,7,31,40824.87,0.66,120.12,5.3,33
1983,7,31,70539.74,-49.34,116.88,5,10
1983,7,31,102600.33,-20.13,-126.93,5.9,10
1983,7,31,102728.66,-40.72,44.38,5,10
1983,7,31,115750.25,-20.08,-126.87,5.4,10
1983,7,31,143957.48,30.47,96.72,5.2,33
1983,7,31,210510.42,19.23,145.42,5.1,164
1983,8,1,31454.32,16.98,147.22,5.3,37
1983,8,1,43346.68,-36.19,-179.89,5.3,33
1983,8,1,60156.26,-3.37,145.84,5.2,30
1983,8,1,111442.58,-0.09,121.7,5.2,57
1983,8,1,132408.36,-40.4,-91.75,5,10
1983,8,1,140923.55,-48.28,-75.85,5.6,33
1983,8,2,21741.03,20.43,122.1,6.5,157
1983,8,2,60806.66,45.14,153.49,5.5,56
1983,8,2,124340.97,-7.19,117.44,5.4,603
1983,8,2,131510.06,-16.41,177.66,5,33
1983,8,2,142850.39,-3.62,140.25,5.1,33
1983,8,2,170928.17,-12.13,165.13,5,33
1983,8,2,220755.81,27.34,128.41,5.4,59
1983,8,3,35821.09,-52.12,27.94,5.4,10
1983,8,3,50241.38,-24.26,-69.28,5.3,84
1983,8,3,181742.23,-17.4,167.91,5.6,33
1983,8,3,222844.78,-22.28,7.47,5.2,10
1983,8,3,224103.39,-19.86,-178.35,5.2,613
1983,8,3,231829.11,21.65,143.07,5,301
1983,8,4,135241.24,14.43,-91.28,5.1,87
1983,8,4,151513.84,-8.13,128.33,5.2,33
1983,8,4,171358.25,-21.83,-138.92,5.2,0
1983,8,5,2048.22,-24.01,-69.23,5,92
1983,8,5,3344.51,52.93,159.73,5.5,33
1983,8,5,52543.44,-17.3,167.87,5.7,33
1983,8,5,62142.7,-3.6,-62.15,5.6,23
1983,8,5,70238.81,-17.24,167.84,5.3,15
1983,8,5,180814.67,12.5,123.94,5.1,32
1983,8,6,22649.34,16.12,-93.89,5.7,87
1983,8,6,154351.24,40.14,24.77,7.3,2
1983,8,6,163358.36,60.53,-153.13,5.4,137
1983,8,6,220604.15,44.47,149.22,5.2,33
1983,8,6,223754.97,-6.52,130.12,5.8,160
1983,8,7,5940.09,-42.96,83.71,5.1,10
1983,8,7,20417.97,-10.39,120.01,5,33
1983,8,7,41835.15,39.83,53.91,5.1,33
1983,8,7,170514.32,-34.85,77.21,5.1,10
1983,8,8,20305.75,-19.22,169.14,5.2,168
1983,8,8,34757.16,35.5,139.07,5.9,24
1983,8,8,72537.14,-31.81,58.28,5.4,10
1983,8,8,124537.16,22.41,-45.07,5,10
1983,8,8,165411.38,-27.51,-13.34,5.2,10
1983,8,9,182110.62,-0.4,132.6,5.2,33
1983,8,9,191958.47,-8.35,-79.83,5.2,33
1983,8,9,223336.09,-5.8,110.39,5.2,655
1983,8,10,20236.18,8.47,58.33,5.1,10
1983,8,10,200548.01,-23.78,-175.97,5.5,33
1983,8,11,13542.35,25.86,123.8,5,231
1983,8,11,21048.75,-10.07,118.75,5.2,33
1983,8,11,51649.25,18.73,121,5,27
1983,8,11,120258.89,18.83,120.96,5.6,14
1983,8,11,225610.78,1.82,127.29,5.7,99
1983,8,12,74212.46,14.98,119.86,5.1,32
1983,8,12,111449.09,-17.79,65.82,5.4,10
1983,8,12,115046.79,-8.94,111.41,5.1,89
1983,8,12,221156.4,-58.28,-23.26,5.1,33
1983,8,13,153002.65,-19.2,178.03,5.1,33
1983,8,13,153933.59,-7.05,129.47,5.6,124
1983,8,13,222819.62,-8.67,111.24,5.9,81
1983,8,13,230753.76,-50.63,139.93,5.3,10
1983,8,14,33647.16,-29.95,60.71,5.2,10
1983,8,14,50552.29,9,-73.99,5,99
1983,8,14,141143.09,-12.98,-109.82,5.4,10
1983,8,14,162012.2,-17.22,-178.7,5,516
1983,8,14,195639.42,-63.36,169.44,6,10
1983,8,14,222612.54,-9.1,123.67,5.1,131
1983,8,15,44955.1,47.42,153.17,5,82
1983,8,15,64322.89,-41.74,84.62,5.1,10
1983,8,15,72521.63,-11.99,166.64,5.2,153
1983,8,15,172302.74,-23.93,-66.66,5.1,215
1983,8,15,194439.04,-17.1,-174.51,5.5,181
1983,8,16,3344.49,12.32,143.08,5.1,61
1983,8,16,52029.51,-0.06,123.93,5.1,124
1983,8,16,93449.99,-30.13,-179.18,5,383
1983,8,16,133718.87,36.72,141.12,5.1,58
1983,8,16,162904.41,-4.74,103.2,5.1,88
1983,8,17,60353.73,-13.97,166.78,5.1,50
1983,8,17,92950.04,-8.72,111.22,5.4,71
1983,8,17,105554.13,55.87,161.29,7,62
1983,8,17,121756.01,18.23,120.86,6.5,28
1983,8,17,124615.09,-31.57,179.54,5.1,493
1983,8,17,125910.51,-22.52,-174.33,5,33
1983,8,17,145401.23,-8.61,123.87,5.1,33
1983,8,17,162312.06,-8.7,123.47,5,33
1983,8,17,164138.4,-8.63,123.94,5.2,33
1983,8,17,164854.99,-8.72,123.65,5.1,33
1983,8,18,83021.93,-18.98,-173.02,5.3,38
1983,8,18,94230.09,-3.85,151.32,5.2,33
1983,8,18,160539.84,-3.77,151.41,5.2,33
1983,8,18,160958.62,73.38,54.91,5.9,0
1983,8,18,194649.61,-3.76,151.21,5.3,33
1983,8,18,201546.35,-14.93,-75.08,5.2,64
1983,8,19,143534.07,2.19,127.07,5.2,51
1983,8,20,54626.05,40.74,51.78,5.1,48
1983,8,20,61930.71,-8.53,117.56,5.5,156
1983,8,20,83034.16,-36.25,-101.54,5.3,10
1983,8,20,130832.56,27.9,141.79,5.7,40
1983,8,20,141132.21,30.15,-42.6,5.3,10
1983,8,20,144826.56,50.93,156.12,5,84
1983,8,21,61853.14,4.6,127.86,5,63
1983,8,21,83445.7,3.74,126.62,5.8,45
1983,8,21,113815.58,-44.41,94.09,5.1,10
1983,8,21,120648.08,3.23,87.47,5.2,10
1983,8,21,172113.66,-7.35,121.18,5.2,547
1983,8,21,185819.57,-28.73,-112.59,6,10
1983,8,21,225729.31,-23.53,-177.14,5.5,150
1983,8,22,55323.45,-14.76,167.08,5.4,83
1983,8,22,90942.32,-7.1,130.79,5.2,33
1983,8,22,123821.25,7.25,-34.51,5,10
1983,8,22,123906.57,53.85,160.44,5.4,33
1983,8,22,230042.1,-16.17,167.93,5.1,184
1983,8,22,231636.75,-3.55,146.64,5.5,20
1983,8,23,40111.34,18.58,-62.9,5,56
1983,8,23,55027.57,-4.57,133.65,5.3,33
1983,8,23,111515.3,-5.97,151.05,5,44
1983,8,23,121217.01,24.55,95.13,5.1,125
1983,8,23,233940.35,-5.88,151.03,6.3,46
1983,8,24,133630.9,40.31,-124.77,5.5,30
1983,8,25,1258.1,-5.42,150.93,5.1,113
1983,8,25,70308.22,-5.95,151.01,5.3,47
1983,8,25,110531.07,39.17,74.01,5,33
1983,8,25,202333.32,33.51,131.48,6.1,126
1983,8,26,23434.32,-2.81,139.06,5.3,72
1983,8,26,182032.37,-20.68,169.6,5.4,103
1983,8,27,115028.71,8.19,125.97,5.2,43
1983,8,27,184948.43,8.17,125.95,6,20
1983,8,28,113014.59,46.18,151.51,5.5,74
1983,8,28,131933.39,45.13,148.71,5.1,33
1983,8,29,51924.88,-3.45,148.8,5.8,33
1983,8,29,82424.36,6.79,-73,5,164
1983,8,29,101031,35.83,-121.35,5.2,8
1983,8,29,153614.96,9.56,126.31,5.3,62
1983,8,29,155530.97,-65.17,179.29,5,10
1983,8,29,165614.41,-30.67,-71.14,5.1,75
1983,8,30,55701.03,-6.36,130.49,5,132
1983,8,30,85017.18,-16.71,-172.08,6,38
1983,8,30,103927.36,25.09,94.71,5.6,62
1983,8,30,180302.1,-56.3,-26.48,5.3,33
1983,8,31,85037.29,-29.57,-111.84,5.3,10
1983,8,31,222007.49,53.51,-163.6,5.1,33
1983,9,1,85032.34,-29.9,-112.11,5.2,10
1983,9,1,140000.08,37.27,-116.36,5.3,0
1983,9,1,175929.08,-52.48,25.84,5.8,10
1983,9,1,181807.98,-29.41,-111.9,5.5,10
1983,9,1,200147.08,-17.33,-69.93,6,105
1983,9,1,224730.52,-24,-179.79,5.1,510
1983,9,2,30547.5,36.62,140.97,5.1,61
1983,9,3,102124.91,-15.39,41.38,5.4,10
1983,9,3,145517.44,-31.47,-176.85,5.3,33
1983,9,3,162600.08,-0.56,133.02,5.3,61
1983,9,3,223459.14,-8.14,121.07,5.1,200
1983,9,4,205259.59,-21,169.8,5.5,111
1983,9,6,10558.76,-9.31,158.65,5.5,37
1983,9,6,40153.12,54.09,-164.11,5.1,49
1983,9,6,73720.04,38.21,141.83,5.3,60
1983,9,6,85845.1,-7.58,120.27,5.1,606
1983,9,7,5734.31,-17.03,-14.17,5.1,10
1983,9,7,132318.44,8.26,-37.97,5,10
1983,9,7,192205.15,60.98,-147.5,6.2,45
1983,9,7,222210.5,60.99,-147.52,5,46
1983,9,7,231157.96,24.03,122.33,5.7,33
1983,9,8,203612.87,0.17,-16.96,5,10
1983,9,8,220450.96,37.5,20.9,5,10
1983,9,9,12353.64,3.99,-82.54,5.1,10
1983,9,9,82337.55,8.48,126.93,5.1,66
1983,9,9,91614.9,36.23,-120.26,5.3,5
1983,9,9,163055.35,19.33,-155.12,5,9
1983,9,9,170138.81,24.09,122.37,5.3,33
1983,9,9,175941.61,35.41,27.24,5.2,10
1983,9,10,13646.32,-0.17,124.86,5.3,63
1983,9,10,61422.46,43.25,20.86,5,10
1983,9,10,104347.31,6.38,125.92,5,147
1983,9,10,152500.57,35.6,140.64,5,59
1983,9,10,160300.64,7.79,126.41,5.2,180
1983,9,10,194526.47,-57.3,-65.21,5.1,10
1983,9,10,203718.24,-11.74,166.2,5,72
1983,9,11,5645.39,-43.99,77.77,5,10
1983,9,11,132958.42,8.94,126.46,5,68
1983,9,11,165251.34,-25.57,-177.33,5.2,159
1983,9,11,200420.76,14.84,147.11,5,29
1983,9,12,4542.73,-5.43,131.51,5,33
1983,9,12,154208.55,36.5,71.08,6.1,208
1983,9,13,20327.11,7.53,126.62,5.6,46
1983,9,13,21933.07,18.07,-100.58,5.3,75
1983,9,13,33205.46,43.02,147.85,5.3,11
1983,9,13,81211.63,22.73,143.31,5,33
1983,9,13,145936.68,40.32,143.11,5,41
1983,9,13,160655.1,-24.9,-70.13,5.2,57
1983,9,13,182605.59,-10.66,163.91,5.1,33
1983,9,13,193054.95,-24.01,-175.71,5.5,33
1983,9,14,4703.9,-36.42,-73.1,5.4,29
1983,9,14,13754.74,-2.83,141.36,5.1,7
1983,9,14,83517.24,-3.67,-79.25,5.6,94
1983,9,14,112500.9,18.1,145.77,6.3,158
1983,9,14,173527.1,-4.71,152.93,5.3,73
1983,9,15,103902.39,16.1,-93.15,5.6,115
1983,9,15,155613.37,-20.98,-178.77,5,603
1983,9,16,42156.18,-0.04,122.5,5.4,281
1983,9,16,74331.57,-21.4,-175.36,5.4,46
1983,9,16,80926.68,-24.03,-179.8,6,510
1983,9,16,231047.87,17.97,120.77,5.6,33
1983,9,17,4458,-63.66,-166.89,5.1,10
1983,9,17,44036.42,7.91,93.16,5.3,53
1983,9,17,55656.69,4.75,95.04,5.8,66
1983,9,17,63213.71,52.93,160.05,5,33
1983,9,17,121142.79,-16.64,-177.48,6.5,33
1983,9,17,124655.95,-60.37,-27.07,5.5,33
1983,9,17,222541.78,-55.95,-24.83,5.5,37
1983,9,17,234338.15,1.77,127.2,5.2,91
1983,9,18,61435.76,-6.23,147.07,5.3,104
1983,9,18,104656.1,16.9,-93.75,5.1,146
1983,9,18,194426.44,-36.41,-178.09,5.2,33
1983,9,19,21214.84,-3.8,140,5.2,33
1983,9,19,70710.92,47.35,155,5.1,33
1983,9,19,125649.54,-3.61,140.38,5.2,33
1983,9,19,184145.74,-23.75,179.96,5,562
1983,9,19,202821.77,1.43,127.76,5,208
1983,9,20,85058.31,18.18,-68.47,5.6,101
1983,9,20,95912.77,19.35,-69.23,5,81
1983,9,21,102756.79,-18.98,-69.12,5.3,111
1983,9,21,192042.46,24.09,122.15,6.4,28
1983,9,22,102435.37,3.23,64.23,5,10
1983,9,22,163349.16,47.62,150.3,5,244
1983,9,22,192642.79,-56.01,-27.74,5.3,122
1983,9,22,200443.8,24.1,122.29,5,27
1983,9,22,203900.96,-16.78,175.51,5.3,33
1983,9,22,235155.85,20.5,93,5.1,33
1983,9,23,91755.52,-20.36,67.98,5.3,10
1983,9,23,112001.93,40.75,139.28,5.3,22
1983,9,23,113659.81,40.74,139.21,5,24
1983,9,23,122923.03,24.01,122.23,5.8,32
1983,9,23,151348.4,55.61,161.47,5,70
1983,9,23,185913.68,18.37,120.96,5,35
1983,9,23,192158.18,-5.9,117.16,5.1,33
1983,9,23,201801.81,25.48,95.71,5.2,33
1983,9,23,204015.8,2.94,128.28,5.1,143
1983,9,23,230415.34,12.51,-89.3,5.1,70
1983,9,23,234430.29,8.42,-83.39,5.6,42
1983,9,24,45957.15,46.82,48.29,5.1,0
1983,9,24,50457.2,46.82,48.28,5,0
1983,9,24,51457.18,46.78,48.3,5.2,0
1983,9,24,51957.12,46.8,48.3,5.2,0
1983,9,24,52457.4,46.84,48.23,5.2,0
1983,9,24,155157.77,-41.85,-83.61,5.5,10
1983,9,24,171337.07,-3.69,151.16,5.2,33
1983,9,24,171753.67,-3.73,151.09,6.1,10
1983,9,24,204023.33,-7.02,-12.81,5.1,10
1983,9,24,232621.64,-1.56,28.38,5.2,10
1983,9,25,21512.72,-3.64,151.22,5.2,10
1983,9,25,32943.12,23.94,122.27,5.1,33
1983,9,25,41540.62,23.96,122.3,5,33
1983,9,25,130957.77,73.35,54.49,5.8,0
1983,9,25,184117.04,-1.1,-24.42,5.1,10
1983,9,25,204948.57,-30.47,-177.24,5.1,68
1983,9,26,94122.27,11.05,126.09,5.2,50
1983,9,26,105846.02,-15.65,167.48,5.2,109
1983,9,26,192900.34,61.95,-26.42,5.1,10
1983,9,26,235252.91,57.44,-156.4,5.4,84
1983,9,27,125731.86,-63.54,172.33,5.1,10
1983,9,27,161946.55,-11.4,165.39,5.3,33
1983,9,27,235938.45,36.69,26.91,5.5,158
1983,9,28,15654.72,-36.06,-110.94,5,10
1983,9,28,75913.9,41.19,132.51,5.1,522
1983,9,28,80447.6,41.17,132.46,5.1,513
1983,9,28,91341.51,-4.64,142.79,5.1,99
1983,9,28,102330.75,36.18,71.38,5,33
1983,9,28,151039.49,1.11,100.06,5.1,209
1983,9,28,210233.46,11.52,43.1,5.1,5
1983,9,29,20620.36,-11.18,115.37,5.6,33
1983,9,29,41948.17,-10.65,165.88,5.1,147
1983,9,29,63415.33,-12.72,-14.72,5.3,10
1983,9,29,64850.26,-12.77,-14.61,5,10
1983,9,29,105531.62,-26.58,-70.74,5.2,29
1983,9,29,152111.91,10.94,-85.45,5.2,48
1983,9,30,112413.87,13.16,50.98,5.3,10
1983,9,30,121033,-10.56,164.21,5.1,33
1983,9,30,162417.84,1.05,126.17,5,88
1983,9,30,173122.29,-21.21,-179.07,5.3,637
1983,9,30,183925.41,14.88,-94.45,5,33
1983,9,30,185814.34,11.91,43.27,5.5,10
1983,9,30,200944.48,11.74,43.2,5.1,10
1983,9,30,221852.04,30.59,141.54,5.1,33
1983,9,30,231122.31,-10.39,116.97,5.2,33
1983,10,1,30544.59,-10.11,160.63,5.4,33
1983,10,1,125757.86,45.63,150.76,5.5,33
1983,10,1,130322.03,45.47,150.72,5.1,33
1983,10,1,193901.49,-1.26,138.73,5.1,33
1983,10,1,233555.67,55.7,161.38,5,33
1983,10,2,2424.78,-8.14,105.54,5.1,33
1983,10,2,3248.64,36.45,141.02,5,56
1983,10,2,151809.51,-6.63,154.55,5.6,67
1983,10,2,191316.1,-3.41,145.23,5,33
1983,10,2,230214.84,-34.32,-107.76,5.3,10
1983,10,3,133335.07,33.94,139.51,6,12
1983,10,3,142012.9,20.07,145.66,5,121
1983,10,4,31001.37,20.13,121.39,5.5,33
1983,10,4,131402.75,-4.7,151.26,5.1,251
1983,10,4,185213.3,-26.53,-70.56,7.4,14
1983,10,4,192658.05,-26.34,-70.65,5.7,31
1983,10,4,225741.75,-26.44,-70.52,5,33
1983,10,5,32937.04,24.07,121.77,5,33
1983,10,5,43013.09,-35.63,78.23,5.3,10
1983,10,5,153211.09,-6.72,147.57,5.2,75
1983,10,6,14706.56,49.93,78.84,6,0
1983,10,6,60134.07,-26.33,-71.27,5,33
1983,10,6,100002.81,41.57,88.77,5.5,33
1983,10,6,101035.41,34.63,141.37,5,58
1983,10,6,111011.16,62.49,-151.4,5.4,97
1983,10,6,150148.4,-26.72,-70.91,5.5,19
1983,10,6,200531.58,-16.29,67.06,5,10
1983,10,7,52043.79,-4.66,103.54,5.1,112
1983,10,7,101846.15,43.94,-74.26,5.3,12
1983,10,7,173102.06,47.52,153.59,5,33
1983,10,7,200517.22,23.97,122.58,5.1,33
1983,10,8,74526.68,44.23,130.74,6.3,557
1983,10,8,83431.42,-49.61,117.51,5,10
1983,10,8,124204.4,-39.83,78.48,5,10
1983,10,8,223332,-5.46,146.02,6,58
1983,10,9,45119.22,5.7,94.6,5,33
1983,10,9,112540.58,-26.14,-70.52,6.2,16
1983,10,10,33322.67,-5.82,103.16,5.6,37
1983,10,10,35141.03,38.66,12.92,5,11
1983,10,10,43019.82,11.6,125.4,5,69
1983,10,10,101658.23,40.27,25.32,5.3,10
1983,10,10,140947.22,-18.41,-177.88,5.2,520
1983,10,10,165151.69,51.06,-178.07,5,50
1983,10,10,174642.81,-29.82,-71.64,5.2,33
1983,10,11,5036.57,-31.18,-13.4,5,10
1983,10,11,100536.66,-3.73,-79.07,5.1,86
1983,10,11,102627.58,-10.58,164.2,5.2,36
1983,10,11,202808.71,15.84,146.84,5.2,51
1983,10,11,224110.97,27.16,-44.5,5.8,10
1983,10,12,22357.01,-2.95,128.13,5.5,31
1983,10,12,33938.79,8.06,-82.74,5.7,20
1983,10,12,113313.98,-25.6,-70.79,5.2,27
1983,10,12,124212.02,47.35,153.83,5.1,33
1983,10,12,131207.94,13.66,-90.99,5.1,67
1983,10,13,32711.35,-3.66,137.52,5.2,33
1983,10,13,50241.51,-6.38,125.26,5.3,571
1983,10,13,90031.08,-26.18,-71.03,5.3,8
1983,10,13,100140.81,41.69,144.39,5.5,29
1983,10,13,114218.4,13.78,-91.43,5.1,74
1983,10,13,122215.1,24.46,-46.28,6,10
1983,10,13,130638.22,-0.85,-21.82,5.6,10
1983,10,13,223659.06,38.7,141.84,5.3,71
1983,10,13,232733.43,7.33,-34.66,5.4,10
1983,10,14,21542.86,31.07,141.57,5.2,33
1983,10,14,63646.55,-26.87,-71.13,5,33
1983,10,14,230329.34,-15.85,-173.31,5,33
1983,10,15,25807.85,36.12,139.81,5.1,63
1983,10,15,105650.8,-8.1,156.31,6.7,7
1983,10,15,110404.62,-8.36,156.26,5.4,18
1983,10,15,184112.05,-7.73,156.4,5.4,27
1983,10,16,53228.71,1.08,121.05,6,40
1983,10,16,95946.55,-23.68,-70.13,5.7,65
1983,10,16,103912.14,37.19,137.91,5.1,17
1983,10,16,124635.56,-6.75,154.57,5.2,36
1983,10,16,235736.51,44.79,149.96,5.2,56
1983,10,17,11943.82,-26.1,-70.54,5.2,33
1983,10,17,54116.93,-2.96,139.46,5.4,33
1983,10,17,132455.81,-56.89,-25.1,5.9,33
1983,10,17,132521.13,-20.79,-173.76,6.3,30
1983,10,17,182756.51,-13.67,166.27,5.2,27
1983,10,17,193621.47,37.59,-17.52,6.6,10
1983,10,17,231232.3,12.58,-90.03,5,39
1983,10,18,24930.85,-11.53,115.2,5.4,9
1983,10,18,53058.68,-34.88,-179.22,5.3,33
1983,10,18,55104.15,-56.7,146.53,5,10
1983,10,18,63955.62,0.04,123.34,5,187
1983,10,19,44553.09,11.56,43.46,5.3,10
1983,10,19,93309.14,12.61,-87.67,5.2,66
1983,10,19,213616.83,-24.27,-66.68,5.1,190
1983,10,20,20541.26,-20.91,-173.95,5.3,69
1983,10,20,102227.88,2.6,128.33,5.2,73
1983,10,20,111324.12,-11.88,115.03,5,33
1983,10,21,81418.1,-30.77,-69.19,5.5,116
1983,10,21,84446.65,22.04,94.38,5.3,89
1983,10,21,203449.13,40.13,29.38,5.1,13
1983,10,21,213800.73,-4.19,136.23,5.1,33
1983,10,22,42135.01,-60.67,-25.45,6.8,24
1983,10,22,53210.06,-60.49,-25.68,5.4,33
1983,10,22,55323.71,-60.4,-24.86,6.3,33
1983,10,22,130739.17,-60.62,-25.39,6.2,33
1983,10,22,214839.26,4.19,126.77,5.2,41
1983,10,22,220828.92,-60.28,-25.25,5.5,33
1983,10,23,23540.97,-60.39,-25.31,5.1,33
1983,10,23,44444.25,41.83,142.51,5.5,67
1983,10,24,3606.54,-12.85,-76.66,5.6,48
1983,10,24,111841.95,-10.84,166.05,5,33
1983,10,24,173743.4,-23.43,-179.83,5.3,543
1983,10,25,3623.43,1.13,120.86,6.1,33
1983,10,25,54400.38,-11.41,118.14,5.1,33
1983,10,25,134026.67,-18.07,-172.58,5.2,67
1983,10,26,15504.88,49.92,78.91,6.1,0
1983,10,26,53827.52,-36.55,-179.98,5.1,33
1983,10,26,104614.76,1.63,122.16,5.6,499
1983,10,27,31548.49,31.74,141.51,5,33
1983,10,27,190200.45,-6.31,151.71,5,39
1983,10,27,194348.41,1.09,120.83,6.2,27
1983,10,28,15032.42,36.18,139.9,5.2,70
1983,10,28,55656.22,-31.36,-179.52,5.9,33
1983,10,28,60114.15,-60.28,-24.94,5.4,33
1983,10,28,140606.61,44.06,-113.86,7,10
1983,10,28,195124.43,44.07,-113.91,5.8,7
1983,10,29,417.7,4.63,126.81,5.3,60
1983,10,29,232911.52,44.23,-114.11,5.8,9
1983,10,29,233905.53,44.28,-114.11,5.4,10
1983,10,30,14550.99,36.43,71.44,5.6,131
1983,10,30,41227.13,40.33,42.19,6.9,11
1983,10,30,124022.85,40.34,42.17,5.3,17
1983,10,30,135737.64,-40.24,-74.86,5.1,33
1983,10,30,155003.02,-6.74,148.8,5.1,62
1983,10,30,165157.06,35.46,133.9,5.5,26
1983,10,30,213916.37,47.79,152.87,5.7,78
1983,10,31,15450.48,30.17,137.37,5,507
1983,10,31,141446.37,-4.67,102.06,5.2,33
1983,10,31,173756.29,-9.02,119.18,6,83
